Name,Location,Locality,City,Cuisine,Rating,Votes,Cost
Urban Eatery,"Koregaon Park, Pune",Koregaon Park,Pune,Jain,4.4,8967,1721
Tandoori Cafe,"Hinjewadi, Pune",Hinjewadi,Pune,"Assamese, Chinese, Fusion",4.2,311,279
Urban Biryani,"Bandra, Mumbai",Bandra,Mumbai,"Japanese, South Indian, Continental",3.4,814,588
Tandoori Cafe,"Jubilee Hills, Hyderabad",Jubilee Hills,Hyderabad,"Thai, Continental, Chinese",3.4,6839,968
Urban Eatery,"Park Street, Kolkata",Park Street,Kolkata,"Thai, Continental",3.1,9402,2028
Tandoori Eatery,"Adyar, Chennai",Adyar,Chennai,Street Food,4.3,8559,2946
Urban Biryani,"Koregaon Park, Pune",Koregaon Park,Pune,"Jain, North Indian, Street Food",4.5,9575,252
Royal Eatery,"Howrah, Kolkata",Howrah,Kolkata,Thai,4.7,8576,2304
Desi Biryani,"Adyar, Chennai",Adyar,Chennai,"Jain, Assamese, Japanese",4.5,2025,2593
Royal Biryani,"Anna Nagar, Chennai",Anna Nagar,Chennai,"Mughlai, Japanese",3.1,51,477
Herbal Dhaba,"Howrah, Kolkata",Howrah,Kolkata,"Fusion, Japanese, Assamese, Continental",4.2,6434,494
Urban Bistro,"Indiranagar, Bangalore",Indiranagar,Bangalore,"North Indian, Street Food, Continental",3.7,8816,2108
Tandoori Dhaba,"Howrah, Kolkata",Howrah,Kolkata,"Street Food, South Indian, Fusion, Japanese",3.8,1597,1248
Tandoori Cafe,"Baner, Pune",Baner,Pune,"North Indian, Assamese, Bengali, Jain",4.8,4330,1227
Royal Eatery,"Park Street, Kolkata",Park Street,Kolkata,"Japanese, Assamese",4.4,659,2573
Tandoori Bistro,"Adyar, Chennai",Adyar,Chennai,Street Food,3.1,1558,857
Tandoori Bistro,"Juhu, Mumbai",Juhu,Mumbai,"Fusion, Bengali",3.5,6977,2635
Urban Bistro,"Salt Lake, Kolkata",Salt Lake,Kolkata,North Indian,4.5,6693,287
Urban Eatery,"Bandra, Mumbai",Bandra,Mumbai,"Street Food, Mughlai, Japanese",3.5,8447,2255
Desi Eatery,"Koramangala, Bangalore",Koramangala,Bangalore,"Mughlai, Assamese, South Indian",4.4,865,311
Desi Bistro,"Hinjewadi, Pune",Hinjewadi,Pune,"Thai, South Indian, Fusion",4.1,6004,1470
Royal Bistro,"Howrah, Kolkata",Howrah,Kolkata,"Thai, South Indian",4.6,8908,1870
Desi Cafe,"Juhu, Mumbai",Juhu,Mumbai,Bengali,4.5,3868,1799
Tandoori Bistro,"Viman Nagar, Pune",Viman Nagar,Pune,South Indian,4.4,4815,1142
Tandoori Dhaba,"T. Nagar, Chennai",T. Nagar,Chennai,"Thai, Continental, Japanese, Fusion",4.0,3931,2301
Royal Eatery,"Anna Nagar, Chennai",Anna Nagar,Chennai,"Jain, South Indian, Thai",3.4,9528,2174
Urban Eatery,"Velachery, Chennai",Velachery,Chennai,"South Indian, Bengali, Fusion, Assamese",5.0,5695,827
Desi Biryani,"Anna Nagar, Chennai",Anna Nagar,Chennai,"Assamese, Continental",3.5,3194,1887
Royal Bistro,"Salt Lake, Kolkata",Salt Lake,Kolkata,Fusion,3.4,1251,1597
Herbal Cafe,"Powai, Mumbai",Powai,Mumbai,"South Indian, Bengali, Assamese",3.0,1167,1780
Royal Dhaba,"Koramangala, Bangalore",Koramangala,Bangalore,"North Indian, Street Food, Bengali",4.3,2795,2796
Royal Biryani,"Koramangala, Bangalore",Koramangala,Bangalore,"Assamese, Fusion, Jain, Mughlai",5.0,1250,2849
Tandoori Eatery,"Park Street, Kolkata",Park Street,Kolkata,Fusion,3.4,3632,2688
Tandoori Biryani,"Andheri, Mumbai",Andheri,Mumbai,"Chinese, Assamese, North Indian, Street Food",3.5,1517,1645
Royal Eatery,"Viman Nagar, Pune",Viman Nagar,Pune,Street Food,3.7,8968,1003
Tandoori Dhaba,"Hinjewadi, Pune",Hinjewadi,Pune,"Fusion, Street Food, Mughlai, Thai",3.2,497,577
Desi Dhaba,"Hinjewadi, Pune",Hinjewadi,Pune,"Thai, Fusion, Mughlai",3.8,4705,663
Royal Cafe,"Koregaon Park, Pune",Koregaon Park,Pune,"North Indian, Chinese, South Indian",3.6,4844,423
Urban Eatery,"Adyar, Chennai",Adyar,Chennai,"Continental, Fusion, Jain",3.7,7677,1783
Royal Dhaba,"Jubilee Hills, Hyderabad",Jubilee Hills,Hyderabad,"North Indian, Street Food, Assamese",4.7,6074,1535
Tandoori Dhaba,"Velachery, Chennai",Velachery,Chennai,Street Food,3.3,7594,2904
Herbal Eatery,"Baner, Pune",Baner,Pune,"North Indian, Japanese, Jain",3.7,830,2071
Urban Biryani,"Juhu, Mumbai",Juhu,Mumbai,"Bengali, Continental",4.1,7554,924
Urban Dhaba,"Bandra, Mumbai",Bandra,Mumbai,"Japanese, Jain",3.5,4511,2908
Tandoori Eatery,"Banjara Hills, Hyderabad",Banjara Hills,Hyderabad,"Assamese, Japanese, Chinese, Jain",4.3,9481,2495
Urban Eatery,"Gachibowli, Hyderabad",Gachibowli,Hyderabad,"Jain, Assamese, Continental, South Indian",3.5,212,1819
Royal Dhaba,"Koregaon Park, Pune",Koregaon Park,Pune,"Thai, Fusion, Japanese",3.2,614,2510
Desi Cafe,"Adyar, Chennai",Adyar,Chennai,"Continental, Jain, Street Food, Mughlai",4.9,4172,2456
Tandoori Bistro,"T. Nagar, Chennai",T. Nagar,Chennai,"Continental, Assamese, South Indian",3.6,7122,2670
Urban Eatery,"Jayanagar, Bangalore",Jayanagar,Bangalore,"Fusion, South Indian, Chinese",4.2,8721,1789
Desi Bistro,"Powai, Mumbai",Powai,Mumbai,Japanese,3.9,5415,2016
Urban Eatery,"Koregaon Park, Pune",Koregaon Park,Pune,"Thai, Fusion",4.2,7167,734
Tandoori Eatery,"Whitefield, Bangalore",Whitefield,Bangalore,"North Indian, Street Food, Mughlai, South Indian",4.2,8508,2948
Herbal Dhaba,"Jubilee Hills, Hyderabad",Jubilee Hills,Hyderabad,"Continental, Jain",3.2,7878,702
Desi Bistro,"Jayanagar, Bangalore",Jayanagar,Bangalore,"Bengali, Continental, Jain, North Indian",3.0,1794,1265
Herbal Cafe,"Viman Nagar, Pune",Viman Nagar,Pune,Jain,3.7,4028,417
Royal Bistro,"New Town, Kolkata",New Town,Kolkata,"Thai, Japanese, Assamese, Jain",4.6,983,720
Desi Bistro,"Jayanagar, Bangalore",Jayanagar,Bangalore,"Bengali, Jain, Continental, Fusion",4.2,6809,2063
Herbal Eatery,"Powai, Mumbai",Powai,Mumbai,"Assamese, Japanese",3.1,9592,1914
Royal Biryani,"Jayanagar, Bangalore",Jayanagar,Bangalore,"Continental, Street Food, Chinese",3.4,1958,2828
Herbal Dhaba,"Indiranagar, Bangalore",Indiranagar,Bangalore,"Fusion, Jain, South Indian",3.2,7235,1831
Herbal Eatery,"Hinjewadi, Pune",Hinjewadi,Pune,"Assamese, Fusion, Bengali, Mughlai",4.5,8053,471
Tandoori Eatery,"Whitefield, Bangalore",Whitefield,Bangalore,"Bengali, Street Food, Fusion",3.7,1447,1965
Royal Dhaba,"Jayanagar, Bangalore",Jayanagar,Bangalore,"North Indian, South Indian",3.1,1191,959
Tandoori Biryani,"Powai, Mumbai",Powai,Mumbai,"Bengali, Continental",4.1,5729,844
Royal Dhaba,"Anna Nagar, Chennai",Anna Nagar,Chennai,"Assamese, Chinese, Japanese",5.0,1705,2615
Tandoori Eatery,"Andheri, Mumbai",Andheri,Mumbai,"Jain, Continental",3.7,1411,961
Desi Cafe,"Velachery, Chennai",Velachery,Chennai,"Thai, Fusion",4.6,9499,901
Tandoori Eatery,"Gachibowli, Hyderabad",Gachibowli,Hyderabad,"Japanese, Thai, Street Food",3.9,6105,1534
Urban Eatery,"Koramangala, Bangalore",Koramangala,Bangalore,Fusion,3.6,330,1425
Royal Bistro,"New Town, Kolkata",New Town,Kolkata,"Street Food, Bengali, Chinese",3.3,2196,2918
Urban Bistro,"Koregaon Park, Pune",Koregaon Park,Pune,"South Indian, Mughlai",3.1,5807,1940
Tandoori Eatery,"Whitefield, Bangalore",Whitefield,Bangalore,"Continental, Mughlai, Bengali",4.1,6682,1799
Urban Bistro,"Viman Nagar, Pune",Viman Nagar,Pune,"Japanese, North Indian, Thai",4.5,1987,736
Herbal Eatery,"Juhu, Mumbai",Juhu,Mumbai,"Bengali, South Indian, Japanese",3.8,9117,592
Urban Cafe,"Banjara Hills, Hyderabad",Banjara Hills,Hyderabad,"Jain, Assamese, North Indian",4.8,6552,468
Herbal Biryani,"Hitech City, Hyderabad",Hitech City,Hyderabad,"Street Food, Jain",4.1,4686,1899
Royal Eatery,"Salt Lake, Kolkata",Salt Lake,Kolkata,"Japanese, Street Food, Continental, South Indian",4.4,4948,2336
Urban Cafe,"Gachibowli, Hyderabad",Gachibowli,Hyderabad,"Mughlai, Japanese",4.7,497,2265
Tandoori Bistro,"Whitefield, Bangalore",Whitefield,Bangalore,"South Indian, North Indian, Continental",4.9,4228,1561
Royal Biryani,"Velachery, Chennai",Velachery,Chennai,Jain,4.2,8891,1450
Desi Cafe,"Gachibowli, Hyderabad",Gachibowli,Hyderabad,Street Food,4.8,6472,586
Royal Biryani,"Koramangala, Bangalore",Koramangala,Bangalore,"Thai, South Indian, Mughlai, Chinese",3.4,6128,1127
Urban Dhaba,"Howrah, Kolkata",Howrah,Kolkata,"Assamese, South Indian, Jain",3.5,6709,439
Herbal Biryani,"Koregaon Park, Pune",Koregaon Park,Pune,"South Indian, Chinese, Jain, North Indian",3.9,6825,1289
Tandoori Cafe,"Velachery, Chennai",Velachery,Chennai,"Jain, Fusion",4.6,6373,2399
Herbal Biryani,"Baner, Pune",Baner,Pune,"Japanese, Assamese, Jain",3.6,5686,633
Tandoori Biryani,"T. Nagar, Chennai",T. Nagar,Chennai,"Mughlai, Assamese, Jain",3.6,7491,2843
Royal Cafe,"Whitefield, Bangalore",Whitefield,Bangalore,"Jain, Chinese, South Indian, Continental",3.3,9254,2771
Royal Cafe,"Salt Lake, Kolkata",Salt Lake,Kolkata,"South Indian, Jain, Bengali, Mughlai",4.1,4120,1204
Desi Bistro,"Powai, Mumbai",Powai,Mumbai,Bengali,3.3,6479,2638
Herbal Bistro,"Jubilee Hills, Hyderabad",Jubilee Hills,Hyderabad,Jain,4.3,1116,639
Urban Eatery,"Powai, Mumbai",Powai,Mumbai,"Fusion, Assamese, South Indian, Continental",3.1,6021,1022
Desi Dhaba,"T. Nagar, Chennai",T. Nagar,Chennai,"Chinese, Assamese",4.4,6938,725
Royal Bistro,"Viman Nagar, Pune",Viman Nagar,Pune,"Jain, Fusion",3.9,6363,2574
Urban Dhaba,"Koramangala, Bangalore",Koramangala,Bangalore,"South Indian, Street Food, Jain, Fusion",3.2,1720,1515
Herbal Cafe,"Banjara Hills, Hyderabad",Banjara Hills,Hyderabad,"South Indian, Japanese, Bengali",3.1,2672,1906
Urban Bistro,"Bandra, Mumbai",Bandra,Mumbai,"North Indian, Fusion, Street Food, Jain",4.0,8800,323
Tandoori Dhaba,"Anna Nagar, Chennai",Anna Nagar,Chennai,"Assamese, Fusion",4.2,184,2143
Urban Dhaba,"Adyar, Chennai",Adyar,Chennai,Street Food,4.8,4746,2015
Tandoori Eatery,"Hinjewadi, Pune",Hinjewadi,Pune,"Continental, Bengali, South Indian",3.8,3450,1942
Urban Dhaba,"Hinjewadi, Pune",Hinjewadi,Pune,"Mughlai, North Indian",4.3,9410,1961
Tandoori Eatery,"Indiranagar, Bangalore",Indiranagar,Bangalore,"Mughlai, Continental, Jain, North Indian",4.3,6609,1262
Tandoori Bistro,"Baner, Pune",Baner,Pune,"Thai, Chinese, Jain",3.3,2803,1003
Urban Eatery,"Andheri, Mumbai",Andheri,Mumbai,"Mughlai, Thai, Fusion",3.3,4685,1141
Herbal Dhaba,"New Town, Kolkata",New Town,Kolkata,"Continental, Mughlai",4.4,7063,2101
Desi Biryani,"Salt Lake, Kolkata",Salt Lake,Kolkata,"Street Food, Fusion, Mughlai",4.7,4615,2161
Desi Bistro,"Viman Nagar, Pune",Viman Nagar,Pune,"Mughlai, Street Food",4.2,3614,1875
Royal Eatery,"Andheri, Mumbai",Andheri,Mumbai,"Continental, Assamese, Street Food, South Indian",3.7,2828,879
Herbal Dhaba,"Gachibowli, Hyderabad",Gachibowli,Hyderabad,South Indian,4.2,3039,261
Desi Bistro,"Hinjewadi, Pune",Hinjewadi,Pune,"Mughlai, Continental, South Indian, Chinese",3.9,9999,1505
Tandoori Biryani,"Juhu, Mumbai",Juhu,Mumbai,"Street Food, Thai, Assamese, Bengali",3.3,2849,269
Herbal Dhaba,"Park Street, Kolkata",Park Street,Kolkata,Mughlai,4.5,7775,1559
Tandoori Cafe,"Whitefield, Bangalore",Whitefield,Bangalore,Street Food,4.2,5280,1378
Herbal Dhaba,"New Town, Kolkata",New Town,Kolkata,"North Indian, Thai",3.9,2573,1008
Royal Cafe,"Howrah, Kolkata",Howrah,Kolkata,"Continental, Chinese",3.2,5745,2305
Urban Biryani,"Bandra, Mumbai",Bandra,Mumbai,Chinese,3.9,4454,2024
Urban Cafe,"T. Nagar, Chennai",T. Nagar,Chennai,Thai,4.1,3577,1508
Tandoori Biryani,"Bandra, Mumbai",Bandra,Mumbai,"Chinese, Assamese, North Indian, Jain",3.1,9806,2733
Tandoori Biryani,"T. Nagar, Chennai",T. Nagar,Chennai,"North Indian, Fusion, Mughlai",4.5,308,1900
Urban Dhaba,"Hinjewadi, Pune",Hinjewadi,Pune,"South Indian, Assamese, Jain, Chinese",5.0,9121,1248
Urban Eatery,"Banjara Hills, Hyderabad",Banjara Hills,Hyderabad,Street Food,3.7,4038,781
Desi Dhaba,"Bandra, Mumbai",Bandra,Mumbai,Continental,3.5,4200,1709
Urban Dhaba,"Koramangala, Bangalore",Koramangala,Bangalore,"Continental, South Indian",3.4,5127,1226
Royal Biryani,"Anna Nagar, Chennai",Anna Nagar,Chennai,"Mughlai, South Indian, Continental",5.0,1363,2677
Royal Eatery,"Koramangala, Bangalore",Koramangala,Bangalore,"Assamese, Street Food, Fusion, Continental",4.7,8242,1501
Urban Dhaba,"Whitefield, Bangalore",Whitefield,Bangalore,"Assamese, Jain, Fusion, Continental",3.3,6537,509
Tandoori Eatery,"Jayanagar, Bangalore",Jayanagar,Bangalore,"Japanese, Assamese",3.7,5670,2176
Urban Eatery,"Powai, Mumbai",Powai,Mumbai,"Thai, Jain, Mughlai",4.7,9242,2524
Desi Bistro,"Velachery, Chennai",Velachery,Chennai,Chinese,3.7,9468,2525
Herbal Dhaba,"Koramangala, Bangalore",Koramangala,Bangalore,"Mughlai, South Indian",3.6,4771,2939
Urban Eatery,"Andheri, Mumbai",Andheri,Mumbai,"Thai, Mughlai, South Indian, Street Food",4.9,2036,2828
Herbal Biryani,"Anna Nagar, Chennai",Anna Nagar,Chennai,Jain,4.0,2043,2078
Desi Bistro,"Bandra, Mumbai",Bandra,Mumbai,"Bengali, Assamese, North Indian, Thai",3.1,45,944
Urban Eatery,"Viman Nagar, Pune",Viman Nagar,Pune,Mughlai,3.4,2319,2960
Desi Biryani,"Salt Lake, Kolkata",Salt Lake,Kolkata,"Thai, Fusion",3.6,5671,1438
Herbal Eatery,"Hinjewadi, Pune",Hinjewadi,Pune,"Jain, Assamese, Street Food",4.8,4578,947
Urban Biryani,"Jubilee Hills, Hyderabad",Jubilee Hills,Hyderabad,"North Indian, South Indian",4.3,1279,1908
Tandoori Cafe,"Anna Nagar, Chennai",Anna Nagar,Chennai,Assamese,3.9,7007,2742
Desi Eatery,"Salt Lake, Kolkata",Salt Lake,Kolkata,"Mughlai, Continental, South Indian",3.4,1312,2436
Royal Dhaba,"Salt Lake, Kolkata",Salt Lake,Kolkata,"Chinese, Bengali, Street Food, Continental",4.6,5559,1561
Royal Biryani,"Adyar, Chennai",Adyar,Chennai,Continental,3.9,4408,2800
Urban Bistro,"T. Nagar, Chennai",T. Nagar,Chennai,"North Indian, Thai, Mughlai, Bengali",4.6,4763,2792
Royal Dhaba,"Whitefield, Bangalore",Whitefield,Bangalore,"South Indian, Thai",3.0,6675,2484
Tandoori Cafe,"Whitefield, Bangalore",Whitefield,Bangalore,Chinese,4.8,3409,2804
Herbal Eatery,"Anna Nagar, Chennai",Anna Nagar,Chennai,"Jain, South Indian, Street Food, Bengali",4.9,4547,348
Herbal Eatery,"Koramangala, Bangalore",Koramangala,Bangalore,"South Indian, Street Food, Bengali, Mughlai",4.2,4340,1237
Urban Eatery,"Andheri, Mumbai",Andheri,Mumbai,Thai,4.0,6367,1548
Desi Biryani,"Salt Lake, Kolkata",Salt Lake,Kolkata,North Indian,3.0,3000,1463
Royal Eatery,"Koregaon Park, Pune",Koregaon Park,Pune,"Chinese, Japanese, Fusion, Thai",4.1,8062,2870
Herbal Cafe,"Jayanagar, Bangalore",Jayanagar,Bangalore,Chinese,4.6,81,2233
Herbal Dhaba,"Hinjewadi, Pune",Hinjewadi,Pune,"Continental, Thai, Jain",4.4,5316,2531
Tandoori Biryani,"Jubilee Hills, Hyderabad",Jubilee Hills,Hyderabad,"Japanese, South Indian",3.4,5725,410
Herbal Cafe,"Andheri, Mumbai",Andheri,Mumbai,"Street Food, Chinese, Thai, Continental",4.1,2423,1384
Royal Cafe,"Whitefield, Bangalore",Whitefield,Bangalore,"Street Food, Assamese, Japanese",4.1,4348,1693
Tandoori Cafe,"Juhu, Mumbai",Juhu,Mumbai,"Assamese, Mughlai, Continental",4.8,8064,1467
Desi Eatery,"Bandra, Mumbai",Bandra,Mumbai,"Continental, Thai, Japanese, Bengali",4.1,936,352
Desi Cafe,"Baner, Pune",Baner,Pune,"North Indian, Continental, Fusion, Chinese",4.5,5830,2851
Desi Eatery,"New Town, Kolkata",New Town,Kolkata,North Indian,4.6,6609,2780
Herbal Cafe,"Koregaon Park, Pune",Koregaon Park,Pune,"Jain, North Indian, Thai",3.2,8696,1392
Desi Cafe,"Bandra, Mumbai",Bandra,Mumbai,"Chinese, Street Food, Japanese, Mughlai",3.9,617,335
Herbal Cafe,"T. Nagar, Chennai",T. Nagar,Chennai,Chinese,3.4,6734,1111
Royal Biryani,"Banjara Hills, Hyderabad",Banjara Hills,Hyderabad,Bengali,3.6,8360,1855
Urban Cafe,"Koregaon Park, Pune",Koregaon Park,Pune,"Continental, Bengali, Street Food",3.2,6067,2010
Herbal Cafe,"T. Nagar, Chennai",T. Nagar,Chennai,Thai,4.3,3226,1002
Desi Eatery,"Koramangala, Bangalore",Koramangala,Bangalore,"Fusion, Thai, North Indian",3.6,1847,588
Urban Cafe,"Adyar, Chennai",Adyar,Chennai,"Fusion, Japanese, Assamese, Chinese",3.3,5160,2005
Desi Bistro,"Jayanagar, Bangalore",Jayanagar,Bangalore,"Japanese, Jain, Bengali, South Indian",3.1,7190,2135
Urban Eatery,"Jayanagar, Bangalore",Jayanagar,Bangalore,"Fusion, Mughlai, Chinese, Continental",3.6,1834,767
Desi Dhaba,"Juhu, Mumbai",Juhu,Mumbai,"Mughlai, Street Food",3.8,8857,2010
Royal Bistro,"Hitech City, Hyderabad",Hitech City,Hyderabad,North Indian,3.6,1265,263
Royal Eatery,"T. Nagar, Chennai",T. Nagar,Chennai,"Mughlai, Japanese, Chinese",4.0,872,424
Tandoori Bistro,"Powai, Mumbai",Powai,Mumbai,"Japanese, Jain, Chinese, Assamese",4.8,1844,262
Urban Bistro,"Koramangala, Bangalore",Koramangala,Bangalore,"Continental, Japanese",4.3,2805,237
Desi Cafe,"Jayanagar, Bangalore",Jayanagar,Bangalore,"Chinese, Bengali, Thai",3.9,3001,1594
Herbal Eatery,"Indiranagar, Bangalore",Indiranagar,Bangalore,"Japanese, Fusion, South Indian",3.6,8646,2335
Herbal Eatery,"Jubilee Hills, Hyderabad",Jubilee Hills,Hyderabad,"Bengali, Mughlai, South Indian, Japanese",3.6,8966,478
Tandoori Cafe,"Bandra, Mumbai",Bandra,Mumbai,"Continental, Mughlai",3.9,1340,1327
Royal Dhaba,"Howrah, Kolkata",Howrah,Kolkata,"Thai, South Indian, Jain",3.8,9959,2227
Desi Dhaba,"Andheri, Mumbai",Andheri,Mumbai,South Indian,4.5,9507,2564
Desi Biryani,"Jayanagar, Bangalore",Jayanagar,Bangalore,"North Indian, Assamese, Thai, Bengali",4.3,4820,1994
Tandoori Cafe,"Powai, Mumbai",Powai,Mumbai,"Mughlai, Jain, Fusion, South Indian",3.7,9565,493
Urban Biryani,"Adyar, Chennai",Adyar,Chennai,Assamese,4.8,2148,2281
Desi Bistro,"Velachery, Chennai",Velachery,Chennai,"Fusion, Street Food, Assamese, Bengali",4.6,8067,2889
Herbal Biryani,"Hitech City, Hyderabad",Hitech City,Hyderabad,"Jain, Chinese",3.3,4500,330
Desi Dhaba,"Andheri, Mumbai",Andheri,Mumbai,"Continental, Assamese, Thai, North Indian",3.0,6777,1328
Royal Biryani,"Andheri, Mumbai",Andheri,Mumbai,"Fusion, Mughlai, Continental",4.6,7772,1187
Urban Cafe,"Indiranagar, Bangalore",Indiranagar,Bangalore,"Japanese, Mughlai, Thai",3.9,1177,1973
Royal Eatery,"Whitefield, Bangalore",Whitefield,Bangalore,Continental,3.5,6230,2805
Royal Bistro,"Adyar, Chennai",Adyar,Chennai,Mughlai,4.6,360,2944
Tandoori Eatery,"Adyar, Chennai",Adyar,Chennai,"Street Food, North Indian",4.0,6206,2023
Royal Dhaba,"Gachibowli, Hyderabad",Gachibowli,Hyderabad,"Jain, Fusion, Mughlai",4.1,5990,1665
Herbal Bistro,"Hinjewadi, Pune",Hinjewadi,Pune,"Street Food, Mughlai",3.8,9035,2968
Royal Dhaba,"Whitefield, Bangalore",Whitefield,Bangalore,"Fusion, Jain",4.4,240,504
Desi Dhaba,"Koregaon Park, Pune",Koregaon Park,Pune,Jain,3.3,8125,1120
Herbal Biryani,"Jayanagar, Bangalore",Jayanagar,Bangalore,Continental,4.4,550,997
Tandoori Cafe,"Anna Nagar, Chennai",Anna Nagar,Chennai,"Thai, Mughlai",4.9,8813,2993
Urban Biryani,"Hinjewadi, Pune",Hinjewadi,Pune,"Japanese, Chinese, North Indian, Street Food",3.4,115,1955
Herbal Dhaba,"T. Nagar, Chennai",T. Nagar,Chennai,"South Indian, Street Food, North Indian",3.3,5721,646
Herbal Bistro,"Jubilee Hills, Hyderabad",Jubilee Hills,Hyderabad,"Continental, Japanese, North Indian, Chinese",5.0,4157,2317
Tandoori Cafe,"Viman Nagar, Pune",Viman Nagar,Pune,"North Indian, Chinese",4.9,1959,2278
Herbal Bistro,"Banjara Hills, Hyderabad",Banjara Hills,Hyderabad,Japanese,3.5,7104,2153
Desi Cafe,"Jubilee Hills, Hyderabad",Jubilee Hills,Hyderabad,Assamese,3.1,9309,1115
Tandoori Eatery,"T. Nagar, Chennai",T. Nagar,Chennai,"South Indian, North Indian, Assamese",3.8,6015,1733
Royal Bistro,"Velachery, Chennai",Velachery,Chennai,"South Indian, Assamese",4.5,1839,746
Royal Biryani,"T. Nagar, Chennai",T. Nagar,Chennai,"Bengali, Mughlai",4.5,3853,2062
Herbal Cafe,"Park Street, Kolkata",Park Street,Kolkata,"Fusion, North Indian, Bengali",4.5,907,2979
Desi Cafe,"Juhu, Mumbai",Juhu,Mumbai,Bengali,3.8,5799,425
Tandoori Dhaba,"Viman Nagar, Pune",Viman Nagar,Pune,"Assamese, Jain, Chinese",4.0,3103,707
Royal Cafe,"Park Street, Kolkata",Park Street,Kolkata,"Assamese, Street Food, Bengali",4.0,3286,467
Herbal Biryani,"Indiranagar, Bangalore",Indiranagar,Bangalore,"Japanese, South Indian",3.5,4090,1850
Royal Biryani,"Bandra, Mumbai",Bandra,Mumbai,"South Indian, Fusion, Japanese, Thai",4.0,5530,2960
Urban Biryani,"Bandra, Mumbai",Bandra,Mumbai,"Japanese, Jain, Chinese, Fusion",4.8,5025,1560
Royal Biryani,"Jayanagar, Bangalore",Jayanagar,Bangalore,"South Indian, Bengali, Japanese, Thai",4.5,5199,1946
Urban Cafe,"Jayanagar, Bangalore",Jayanagar,Bangalore,"Japanese, Bengali, Street Food",4.4,385,2139
Urban Cafe,"Jubilee Hills, Hyderabad",Jubilee Hills,Hyderabad,"South Indian, Fusion, Continental, Assamese",3.1,4548,747
Tandoori Dhaba,"Jubilee Hills, Hyderabad",Jubilee Hills,Hyderabad,Assamese,3.7,5116,2179
Tandoori Bistro,"Powai, Mumbai",Powai,Mumbai,Thai,3.3,8370,2879
Desi Cafe,"Park Street, Kolkata",Park Street,Kolkata,"Mughlai, North Indian, Chinese, Jain",4.1,6772,1864
Herbal Cafe,"Velachery, Chennai",Velachery,Chennai,Jain,4.0,9097,1331
Herbal Cafe,"Koramangala, Bangalore",Koramangala,Bangalore,"Continental, South Indian, Bengali, Street Food",4.7,991,1249
Royal Cafe,"Adyar, Chennai",Adyar,Chennai,"Thai, Japanese",4.3,6482,662
Herbal Eatery,"Adyar, Chennai",Adyar,Chennai,North Indian,4.1,7529,353
Tandoori Biryani,"Anna Nagar, Chennai",Anna Nagar,Chennai,"South Indian, Street Food, Bengali",3.5,637,481
Urban Bistro,"Whitefield, Bangalore",Whitefield,Bangalore,"South Indian, Continental, Mughlai",3.2,5362,1546
Tandoori Dhaba,"Howrah, Kolkata",Howrah,Kolkata,"Fusion, Bengali, South Indian, Mughlai",4.8,8755,2276
Urban Dhaba,"Gachibowli, Hyderabad",Gachibowli,Hyderabad,Chinese,3.6,7161,2963
Urban Bistro,"Anna Nagar, Chennai",Anna Nagar,Chennai,Jain,4.5,6353,2700
Herbal Eatery,"Bandra, Mumbai",Bandra,Mumbai,"Jain, Street Food, North Indian",3.7,2231,1111
Tandoori Eatery,"Gachibowli, Hyderabad",Gachibowli,Hyderabad,"Street Food, Japanese, Mughlai",3.0,6737,2187
Tandoori Cafe,"Park Street, Kolkata",Park Street,Kolkata,"Thai, Chinese, Bengali",3.5,5277,751
Herbal Dhaba,"Koramangala, Bangalore",Koramangala,Bangalore,"Street Food, Chinese, North Indian",3.7,1708,2786
Herbal Dhaba,"Banjara Hills, Hyderabad",Banjara Hills,Hyderabad,"Bengali, Chinese, South Indian",3.3,3690,2090
Desi Bistro,"Powai, Mumbai",Powai,Mumbai,"Mughlai, Assamese",4.2,2606,443
Desi Eatery,"Salt Lake, Kolkata",Salt Lake,Kolkata,"Japanese, Street Food, Continental, North Indian",3.3,6986,2848
Desi Bistro,"Koregaon Park, Pune",Koregaon Park,Pune,"Jain, Japanese",4.0,623,1898
Tandoori Cafe,"Powai, Mumbai",Powai,Mumbai,"Japanese, Jain, North Indian",4.1,7321,2523
Herbal Cafe,"Indiranagar, Bangalore",Indiranagar,Bangalore,"Mughlai, North Indian",4.8,9594,819
Urban Dhaba,"Koramangala, Bangalore",Koramangala,Bangalore,"Thai, Jain",3.8,2760,2119
Tandoori Cafe,"T. Nagar, Chennai",T. Nagar,Chennai,"Fusion, Assamese",4.0,3222,2034
Herbal Eatery,"Howrah, Kolkata",Howrah,Kolkata,Thai,3.4,503,1718
Herbal Biryani,"Jubilee Hills, Hyderabad",Jubilee Hills,Hyderabad,Chinese,4.7,1370,1424
Herbal Eatery,"Andheri, Mumbai",Andheri,Mumbai,"South Indian, Jain",3.0,1955,2093
Desi Cafe,"Baner, Pune",Baner,Pune,"Continental, Street Food, Japanese, Fusion",4.5,6427,2638
Tandoori Biryani,"Andheri, Mumbai",Andheri,Mumbai,"South Indian, Bengali, North Indian, Japanese",4.9,3676,705
Urban Cafe,"Jayanagar, Bangalore",Jayanagar,Bangalore,"Bengali, North Indian, Fusion, Mughlai",3.2,7357,1657
Desi Bistro,"Adyar, Chennai",Adyar,Chennai,Jain,3.6,7462,642
