address,area,city,state,country,hotel_star_rating,pageurl,property_name,property_type,site_review_rating
"Ranthambhore Road, Sawai Madhopur - 322001",Ranthambhore,Sawai Madhopur,Rajasthan,India,3,http://www.goibibo.com/hotels/detail/Sawai Madhopur/hn/8314560716455433059/8857134013116441045/na/hq/,Hotel Ranthambhore Resort,Hotel,3.5
"Near Desert Boy's Dhani,Dhibba Para,Air Force Circle,Jaisalmer",Jaisalmer Fort Area,Jaisalmer,Rajasthan,India,2,http://www.goibibo.com/hotels/detail/Jaisalmer/hn/8665923561677193166/5267720134326583129/na/hq/,Hotel Royal Haveli,Hotel,4.4
"Near Police Station, Nashik Road",Nashik Road,Nashik,Maharashtra,India,1,http://www.goibibo.com/hotels/detail/Nashik/hn/7271871476923194551/5579281672182063923/na/hq/,Hotel Sai Leela,Hotel,
"Main Market Adurjee Road, Mahabaleshwar, Maharashtra",Main Town,Mahabaleshwar,Maharashtra,India,1,http://www.goibibo.com/hotels/detail/Mahabaleshwar/hn/7813632526399525655/3073498815744834600/na/hq/,Hotel Sai Yash,Hotel,3.6
"Near Panchvati, Bhedaghat,Jabalpur, Link Road , Jabalpur , 482053",Bhedaghat Road,Jabalpur,Madhya Pradesh,India,0,http://www.goibibo.com/hotels/detail/Jabalpur/hn/6249589975474870272/3737835507854860901/na/hq/,Hotel River View,Hotel,
"Near Shani Vijay Park, Main Market Mount Abu",Mount Road,Mount Abu,Rajasthan,India,1,http://www.goibibo.com/hotels/detail/Mount Abu/hn/9195262341727064608/5876313324301521724/na/hq/,HOTEL SAHELI PALACE,Hotel,3
"Plot No.9, Sector, 10 Dwarka, (In Front of Dwarka Metro Station Sector 10)",Dwarka,Delhi,Delhi,India,3,http://www.goibibo.com/hotels/detail/Delhi/hn/2820046943342890302/5641531963029793272/na/hq/,Hotel Royal Star,Hotel,3.6
"MC Road,Venjaramoodu, Near KURTC Bus Stand",Venjaramoodu,Thiruvananthapuram,Kerala,India,3,http://www.goibibo.com/hotels/detail/Thiruvananthapuram/hn/3877384277955108166/4475614607062367488/na/hq/,"Hotel Safari, Venjaramood",Hotel,4.1
"B-3, Ambedkar Road, Near kalka garhi chowk, Ghaziabad",Others,Ghaziabad,Uttar Pradesh,India,0,http://www.goibibo.com/hotels/detail/Ghaziabad/hn/1930868727827802776/5829672760693597223/na/hq/,Hotel Red Bury,Hotel,3
"Juhu Tara Road, Juhu, Mumbai",Mumbai Airport,Mumbai,Maharashtra,India,3,http://www.goibibo.com/hotels/detail/Mumbai/hn/4213513766539949483/1571865895252302995/na/hq/,Hotel Royal Garden,Hotel,3.5
"Near HDFC Bank , Gopuram Street,",Main Road,Puttaparthi,Andhra Pradesh,India,1,http://www.goibibo.com/hotels/detail/Puttaparthi/hn/5287937480265043121/7478581499621802385/na/hq/,Hotel Sai Gokul,Hotel,
"2532.STREET NO.11,CHUNA MANDI,5 Minutes walk from the New Delhi Railway Station PAHARGANJ, New Delhi",Paharganj,Delhi,Delhi,India,3,http://www.goibibo.com/hotels/detail/Delhi/hn/2820046943342890302/1551690044658406430/na/hq/,Hotel Sai Miracle,Hotel,4.1
"Opp Dwarkamai Temple,Pimpalwadi Road Shirdi 423109",Pimpalwadi Road,Shirdi,Maharashtra,India,0,http://www.goibibo.com/hotels/detail/Shirdi/hn/8543796975376836518/7106430017839728742/na/hq/,Hotel Sai Suraj,Hotel,
"Near City Pusle Cinema(Old Sangam Cinema), Opp. HP Petrol Pump, Sarkhej Dhal, Off S.G. Highway, Sarkhej, Ahmedabad, Gujarat",S.G. Road,Ahmedabad,Gujarat,India,2,http://www.goibibo.com/hotels/detail/Ahmedabad/hn/6067246467661897899/1829769726376584591/na/hq/,Hotel Royal,Hotel,3.3
"Chowk Kajziyan, Taj Ganj,",Fatehabad Road,Agra,Uttar Pradesh,India,1,http://www.goibibo.com/hotels/detail/Agra/hn/2049835366479118179/9047156004309557376/na/hq/,Hotel Saniya palace,Hotel,
"G.N.B. Road, Near Lakhtokia Over Bridge,Lakhtokia, Panbazar",Lakhtokia/ Pan Bazar,Guwahati,Assam,India,3,http://www.goibibo.com/hotels/detail/Guwahati/hn/3518826103379012321/3740799580630317209/na/hq/,Hotel Rialto,Hotel,3.6
"rogi road, chungling kalpa,",Kalpa &amp; Rakcham Sangla,Kinnaur,Himachal Pradesh,India,0,http://www.goibibo.com/hotels/detail/Kinnaur/hn/483015222101423676/3564614446592347577/na/hq/,HOTEL ROYAL VOYGES,Hotel,
"Hotel Safarinn, opp.jansatta press, mirzapur road Ahmedabad",Nehru Bridge,Ahmedabad,Gujarat,India,0,http://www.goibibo.com/hotels/detail/Ahmedabad/hn/6067246467661897899/141087138707753388/na/hq/,Hotel Safar Inn,Hotel,3.8
"Station Road, Kapasia Bazar, Near Hotel Moti Mahal, Kalupur, Ahmedabad, Gujarat 380002",Ring Road,Ahmedabad,Gujarat,India,3,http://www.goibibo.com/hotels/detail/Ahmedabad/hn/6067246467661897899/2069561802816605058/na/hq/,Hotel Ritz Inn,Hotel,4.3
"Next to Mukand Limited,Thane Belapur Road Digha",Navi Mumbai Area,Navi Mumbai,Maharashtra,India,0,http://www.goibibo.com/hotels/detail/Navi Mumbai/hn/1914808440588557366/6431575282935125282/na/hq/,Hotel Royal Park Residency,Hotel,4.5
"Gopal Ballav Road, Beside Netaji Museum Trust, Behind Puri Hotel, Near Sea-beach",Gopal Ballav Road,Puri,Orissa,India,0,http://www.goibibo.com/hotels/detail/Puri/hn/762718351731814005/4756311395012896603/na/hq/,Hotel Sands Bay,Homestay,2.4
"Pydiparru, Tanuku flyover, Beside Honda Showroom Tanuku Andra Pradesh",Pydiparru,Tanuku,Andhra Pradesh,India,0,http://www.goibibo.com/hotels/detail/Tanuku/hn/7452073208264658368/3979835884081645860/na/hq/,Hotel S Park,Hotel,4.5
"Gujarat State Highway 41, Mahesana GIDC, Mehsana","Gujarat State Highway 41, Mahesana Gidc",Mahesana,Gujarat,India,1,http://www.goibibo.com/hotels/detail/Mahesana/hn/4418084957728206752/9198386348733576670/na/hq/,HOTEL SAHARA BRIDGE,Hotel,
"Kankuri Road , Opp. Vitthala Rukmini Temple, Shirdi. Tal - Ratata Dist - Ahmednagar.(423109)",Temple Area,Shirdi,Maharashtra,India,3,http://www.goibibo.com/hotels/detail/Shirdi/hn/8543796975376836518/7386569535448122801/na/hq/,HOTEL SAI SURAJ PARK,Hotel,3.8
"bhatta baazar,",Bhatta Bazar,Purnia,Bihar,India,0,http://www.goibibo.com/hotels/detail/Purnia/hn/2264121532814651952/7735081796115003455/na/hq/,Hotel Sanjay,Hotel,
"Opp. Museum, Paldi, Ahmedabad -380007",Ellis Bridge Area,Ahmedabad,Gujarat,India,0,http://www.goibibo.com/hotels/detail/Ahmedabad/hn/6067246467661897899/2122639893996478194/na/hq/,Hotel River front,Hotel,
"8-3-945/3/2, Main Road, Opp. Chennai Shopping Mall, Ameerpet",Ameerpet,Hyderabad,Andhra Pradesh,India,2,http://www.goibibo.com/hotels/detail/Hyderabad/hn/2162254155836171767/4627651672700154527/na/hq/,Hotel Sai Residency,Hotel,4
"50,Railway Link Road",Others,Amritsar,Punjab,India,1,http://www.goibibo.com/hotels/detail/Amritsar/hn/6979104682588772672/2093453598521047916/na/hq/,Hotel Rosh,Hotel,2
"Amer road, Near golimar garden",Amer Road,Jaipur,Rajasthan,India,3,http://www.goibibo.com/hotels/detail/Jaipur/hn/4278754392716898526/656329399634840722/na/hq/,Hotel Royal Jaipur Palace,Hotel,
"Senapati Bapat Road, Opp. J W Marriott Hotel and Convention Centre, ShivajiNagar, Pune",Shivaji Nagar,Pune,Maharashtra,India,3,http://www.goibibo.com/hotels/detail/Pune/hn/1554245012668028405/6403536801926945963/na/hq/,Hotel Sahara,Hotel,3.6
"Rui shiv road , sai temple road shirdi",Rui Shiv Road,Shirdi,Maharashtra,India,0,http://www.goibibo.com/hotels/detail/Shirdi/hn/8543796975376836518/3033448915966317301/na/hq/,Hotel Sai Raj,Hotel,1
"125/6 Red Building opp. viva Natraj Mall,Govind Nagar",Saket Nagar,Kanpur,Uttar Pradesh,India,1,http://www.goibibo.com/hotels/detail/Kanpur/hn/8312659373678178248/2213356655940517289/na/hq/,Hotel Royal Galaxy,Hotel,
Allahabad Gorakhpur Rd Chachakpur Jaunpur,Wazidpur Tiraha,Jaunpur,Uttar Pradesh,India,0,http://www.goibibo.com/hotels/detail/Jaunpur/hn/82795741051927763/77134030041492911/na/hq/,Hotel river view,Hotel,
"Moti Bhawan ,Shalimpur Ahara, Behind RBI ,Exhibition Road, Patna",Exhibition Road,Patna,Bihar,India,0,http://www.goibibo.com/hotels/detail/Patna/hn/1074493438533185937/6861825019004151877/na/hq/,Hotel Relax Inn,Hotel,4.1
"NEAR J AND K BANK, SARSWATI CHOWK, RAILWAY ROAD KATRA.",Railway Road,Katra,Jammu and Kashmir,India,2,http://www.goibibo.com/hotels/detail/Katra/hn/4084082672692346641/7660555766447616345/na/hq/,HOTEL SANIA,Hotel,3.6
"1-7-227 TO 234,  Ist FLOOR, PARADISE CIRCEL,M.G.ROAD,ADJACENT TO CENTRAL TELEGRAPH OFFICE,SEC-BAD",Secunderabad,Hyderabad,Andhra Pradesh,India,0,http://www.goibibo.com/hotels/detail/Hyderabad/hn/2162254155836171767/6073702295733703716/na/hq/,HOTEL REGAL,Lodge,3.9
"Near Rohtang Beas Bridge, Nagar Road, Manali Distt. Kullu Himachal Pradesh 175131","Aleo, Left Bank",Manali,Himachal Pradesh,India,2,http://www.goibibo.com/hotels/detail/Manali/hn/2242315224277940906/7904998745429476551/na/hq/,Hotel River Inn,Hotel,3.9
"17/58 C,Main Road,Vivekanandhapuram",Main Road,Kanyakumari,Tamil Nadu,India,0,http://www.goibibo.com/hotels/detail/Kanyakumari/hn/4049791448359331848/3570791870077827228/na/hq/,Hotel Rehoboth,Lodge,3.3
"Next to Bank of Baroda, Ambethan Chowk, Pune Nasik Road, Chakan, Maharashtra 410501",Ambethan Chowk,Chakan,Maharashtra,India,3,http://www.goibibo.com/hotels/detail/Chakan/hn/67709607254575921/4886201382246028880/na/hq/,Hotel Sahara,Hotel,2.3
Shyam Vihar Near Gurukul Kangri Pharmacy Kankhal,Kankhal,Haridwar,Uttarakhand,India,0,http://www.goibibo.com/hotels/detail/Haridwar/hn/3545728938069300513/595592919571283153/na/hq/,Hotel Sangam Heritage,Hotel,
"Old Road, Sheynam, Leh",Old Road,Leh,Jammu and Kashmir,India,2,http://www.goibibo.com/hotels/detail/Leh/hn/5128830462161340517/3807805812802926655/na/hq/,Hotel Royal Palace,Hotel,3.6
"Guna HO, Laxmi Ganj, Guna","Guna Ho, Laxmi Ganj",Guna,Madhya Pradesh,India,1,http://www.goibibo.com/hotels/detail/Guna/hn/6906913507624041963/4316308065698047808/na/hq/,Hotel Sangeeta,Hotel,3.6
"Hathroi Market, Ajmer Road",Ajmer Road,Jaipur,Rajasthan,India,0,http://www.goibibo.com/hotels/detail/Jaipur/hn/4278754392716898526/285513039494827812/na/hq/,Hotel Rishi,Hotel,
"National Highway - 20,near Brijraj Stadium,Civil Hospital Road,Nurpur",Nurpur,Kangra,Himachal Pradesh,India,0,http://www.goibibo.com/hotels/detail/Kangra/hn/2482023231421888996/8356622710128298180/na/hq/,Hotel Royal Dream,Hotel,
Opposite Railway Station,Green Chowk,Durg,Chhattisgarh,India,3,http://www.goibibo.com/hotels/detail/Durg/hn/5340956779160839894/3019430459724154403/na/hq/,Hotel Sagar International,Hotel,4.5
"Kankuri Road , Behind Nagar Panchayat Shirdi.",Temple Area,Shirdi,Maharashtra,India,3,http://www.goibibo.com/hotels/detail/Shirdi/hn/8543796975376836518/4537259413860633241/na/hq/,Hotel Sai Laxmi,Hotel,
"Samdariya House, Russel Chowk, Napier Town",Russel Chowk,Jabalpur,Madhya Pradesh,India,2,http://www.goibibo.com/hotels/detail/Jabalpur/hn/6249589975474870272/7600147392371311005/na/hq/,Hotel Samdariya inn,Hotel,3.8
"47/16 , old rajendra nagar, Rajender Nagar, near rajendra place metro station, gate 3, Delhi",Karol Bagh Area,Delhi,Delhi,India,2,http://www.goibibo.com/hotels/detail/Delhi/hn/2820046943342890302/5708980280436260046/na/hq/,Hotel Sagar Palace,Hotel,3.4
"Opp. Railway Station Road, Manmad Nagar Highway, A/P Korhale, Nimgaon, Shirdi, Maharashtra",Others,Shirdi,Maharashtra,India,0,http://www.goibibo.com/hotels/detail/Shirdi/hn/8543796975376836518/2250660534888255589/na/hq/,Hotel Sai Shriyash,Hotel,
"Mannar Thiruvalla Road,  Kadapra, Valanjavattom, Thiruvalla Pathanamthitta Dist","Pathanapuram Highway, Adoor",Pathanamthitta,Kerala,India,0,http://www.goibibo.com/hotels/detail/Pathanamthitta/hn/113499961317721336/4837354980994768437/na/hq/,HOTEL ROYAL INDRAPRASTHA,Hotel,
"Nagar Manmad Road, Near 500 Rooms",Nagar- Manmad Highway,Shirdi,Maharashtra,India,1,http://www.goibibo.com/hotels/detail/Shirdi/hn/8543796975376836518/8059204922659281893/na/hq/,Hotel Sai Amey,Hotel,
"Rail Gate Lataguri, NH31, Nimna Tandu Forest, West Bengal 735219, India",Gorumara National Park,Lataguri,West Bengal,India,0,http://www.goibibo.com/hotels/detail/Lataguri/hn/1924800258483453613/3154798670150937711/na/hq/,Hotel Sahajogi,Hotel,
"M.L.B. Road, Shinde ki Chawni",Lashkar,Gwalior,Madhya Pradesh,India,0,http://www.goibibo.com/hotels/detail/Gwalior/hn/8796441741742604098/769041742144899415/na/hq/,Hotel Regal,Hotel,
"8, JOHN SELVARAJ NAGAR,  NEAR BUS STAND KUMBAKONAM",Others,Kumbakonam,Tamil Nadu,India,0,http://www.goibibo.com/hotels/detail/Kumbakonam/hn/7625705172749674495/1456087332296483070/na/hq/,Hotel Royal Park,Hotel,3.7
"895-898,Gali Chandi Wail,Main Bazaar",Paharganj,Delhi,Delhi,India,0,http://www.goibibo.com/hotels/detail/Delhi/hn/2820046943342890302/3836735179602386233/na/hq/,Hotel S.B. INN,Hotel,4
"Hotel Royal Holidays 17a/35, W.E.A, Karol Bagh, Near Jessa Ram Hospital New Delhi - 110005",Karol Bagh Area,Delhi,Delhi,India,3,http://www.goibibo.com/hotels/detail/Delhi/hn/2820046943342890302/8513123271265386440/na/hq/,HOTEL ROYAL HOLIDAYS,Hotel,3.8
"Silver Oak Platinium, Opposite H.P. Gas Agency shirdi.",Pimpalwadi Road,Shirdi,Maharashtra,India,2,http://www.goibibo.com/hotels/detail/Shirdi/hn/8543796975376836518/4252310191887181765/na/hq/,HOTEL SAI GOVIND,Hotel,
"Hotel Sairam , Near Sunar Gourang Temple",Chakratirtha Road,Puri,Orissa,India,0,http://www.goibibo.com/hotels/detail/Puri/hn/762718351731814005/4422008657991422779/na/hq/,Hotel Sairam,Hotel,
"Opp. Pushpakunj Society, Nr. Apsara Aradhana Cinema,Kankaria,Maninagar",Maninagar,Ahmedabad,Gujarat,India,0,http://www.goibibo.com/hotels/detail/Ahmedabad/hn/6067246467661897899/1755670080146973042/na/hq/,Hotel Royal Landmark,Hotel,
"122/A , New station square ,Unit 3 Kharvel Nagar",Janpath,Bhubaneswar,Orissa,India,2,http://www.goibibo.com/hotels/detail/Bhubaneswar/hn/6055181608245179114/8067102475577374147/na/hq/,Hotel Richi,Hotel,3
"Opp 500 Room, Nagar Manmad Road, Shirdi.",Pimpalwadi Road,Shirdi,Maharashtra,India,2,http://www.goibibo.com/hotels/detail/Shirdi/hn/8543796975376836518/625221447611563085/na/hq/,Hotel Sai Smita,Hotel,3.7
"Tulsiwadi,Opposite AC market Tardeo",Mumbai Central,Mumbai,Maharashtra,India,2,http://www.goibibo.com/hotels/detail/Mumbai/hn/4213513766539949483/7191113164020002944/na/hq/,Hotel Rosewood,Hotel,3.5
City Center Main Road  Gwalior-47011 (M.P.) India,City Centre,Gwalior,Madhya Pradesh,India,2,http://www.goibibo.com/hotels/detail/Gwalior/hn/8796441741742604098/419724610119784867/na/hq/,Hotel Royal Inn,Hotel,4.1
"56.57, Zone - I M.P.  Nagar Near Chetak Bridge Bhopal",Maharana Pratap Nagar,Bhopal,Madhya Pradesh,India,0,http://www.goibibo.com/hotels/detail/Bhopal/hn/1309705427222288830/648284113479080146/na/hq/,Hotel Reva Regency,Hotel,3
Krishna Paradise III Cross,Yercaud Main Town,Yercaud,Tamil Nadu,India,1,http://www.goibibo.com/hotels/detail/Yercaud/hn/1639542103726057691/5905980139332375861/na/hq/,Hotel S.K.T Residency,Hotel,3.9
"A-401-4th Floor,Pushpak Complex,Opp. Prahladnagar Garden,Satellite,S.G,Highway,",S.G. Road,Ahmedabad,Gujarat,India,3,http://www.goibibo.com/hotels/detail/Ahmedabad/hn/6067246467661897899/4990540801816559311/na/hq/,Hotel Relax Inn,Hotel,4.2
"#34, Central Street, infantry road",City Center - Mg Road / Near,Bangalore,Karnataka,India,2,http://www.goibibo.com/hotels/detail/Bangalore/hn/6771549831164675055/867269044174465243/na/hq/,Hotel Royal 34,Hotel,3.5
"Nagar -manmad road, opp.renvikar mangal karyalay, savedi, Ahmednagar,",Premdan Chowk,Ahmadnagar,Maharashtra,India,2,http://www.goibibo.com/hotels/detail/Ahmadnagar/hn/759204563582051490/8885418471634442058/na/hq/,Hotel Saideep Executive,Hotel,4
"Opp Temple Gate no 2, Near SBH Bank, Pimpalwadi Road,  Shirdi.",Pimpalwadi Road,Shirdi,Maharashtra,India,2,http://www.goibibo.com/hotels/detail/Shirdi/hn/8543796975376836518/1601290056069184417/na/hq/,Hotel Sai Tulsi,Hotel,3.8
"B-364, Chittaranjan Park",Greater Kailash Area,Delhi,Delhi,India,3,http://www.goibibo.com/hotels/detail/Delhi/hn/2820046943342890302/5959894647463712959/na/hq/,Hotel Royal Castle,Hotel,3.4
"Bojoghari, 3rd mile, near tashi view point. (Mg Road 3 Kms far from Hotel RICASA)",Others,Gangtok,Sikkim,India,0,http://www.goibibo.com/hotels/detail/Gangtok/hn/1196252839838244621/2695635437086642812/na/hq/,Hotel Ricasa,Hotel,4.4
"Near Arbud School, Aburoad (29 kms before Mount Abu.)",Abu Road,Mount Abu,Rajasthan,India,2,http://www.goibibo.com/hotels/detail/Mount Abu/hn/9195262341727064608/7322674336679024595/na/hq/,Hotel Royal Heritage,Hotel,4.1
"S.No. 17/1/1, Plot No1, Padmavati corner, Pune Satara Road Near City pride,Pune-411043",Katraj,Pune,Maharashtra,India,3,http://www.goibibo.com/hotels/detail/Pune/hn/1554245012668028405/917753548459573573/na/hq/,Hotel Ravikant,Hotel,3.4
"146, Dr.Radhakrishnan Road,  Chennai",Mylapore,Chennai,Tamil Nadu,India,4,http://www.goibibo.com/hotels/detail/Chennai/hn/4354390963378411938/4057209289544045019/na/hq/,Hotel Savera,Hotel,4.3
"4190-93 TEL MANDI PAHAR GANJ ,OPP NEW DELHI RAILWAY STATION",Paharganj,Delhi,Delhi,India,3,http://www.goibibo.com/hotels/detail/Delhi/hn/2820046943342890302/7881855588867507630/na/hq/,HOTEL SEVEN SEAS INN,Hotel,5
"Malviya Kunj, Lanka,near asssi ghat",Assi Ghat,Varanasi,Uttar Pradesh,India,0,http://www.goibibo.com/hotels/detail/Varanasi/hn/710870868236923145/126533794104014419/na/hq/,Hotel Shyam Residency,Hotel,
Sheetlakhet Almora,Sitlakhet,Almora,Uttarakhand,India,0,http://www.goibibo.com/hotels/detail/Almora/hn/2650028913914216165/5579251651471650260/na/hq/,Hotel Sheetalam,Hotel,3.3
"CP-3, 208, sector 11 ,Vikas Nagar, Lucknow-226022, Uttar Pradesh",Others,Lucknow,Uttar Pradesh,India,3,http://www.goibibo.com/hotels/detail/Lucknow/hn/9114123290289445387/8490706945852350698/na/hq/,Hotel Sapna Clarks INN Lucknow,Hotel,4.1
"Kohna Khun, Dalgate",Khayam Chowk Area,Srinagar,Jammu and Kashmir,India,2,http://www.goibibo.com/hotels/detail/Srinagar/hn/5999885939075030137/3250532180979291155/na/hq/,Hotel Shaneel Residency,Hotel,4.4
"Panchmahal , Near Moonlight Cinema, Opposite Aadhar Mall, Vavdi","Panchmahal , Near Moonlight Cinema, Opposite Aadhar Mall, Vavdi",Godhra,Gujarat,India,0,http://www.goibibo.com/hotels/detail/Godhra/hn/8098405893797074367/683041110267298085/na/hq/,Hotel Silver Stay,Hotel,1
"166, Station road, Civil Lines,",Civil Lines Area,Bareilly,Uttar Pradesh,India,0,http://www.goibibo.com/hotels/detail/Bareilly/hn/5604282523447316015/6492279508595809771/na/hq/,Hotel Shri Rajkamal,Hotel,
"K.B.P.G. College Road Spicy Bite Chauraha ,Narghat, Mirzapur-cum-Vindhyachal","K.B.P.G. College Road Spicy Bite Chauraha ,Narghat, Mirzapur-Cum-Vindhyachal",Mirzapur,Uttar Pradesh,India,1,http://www.goibibo.com/hotels/detail/Mirzapur/hn/908045576410605737/331388956453459367/na/hq/,Hotel Shyam Utsav,Hotel,
"Bhatt Commercial Complex 2, Haridwar Road, (Near Prince Chowk)",Haridwar Road,Dehradun,Uttarakhand,India,2,http://www.goibibo.com/hotels/detail/Dehradun/hn/1501602052591489281/5172103161957880526/na/hq/,Hotel Siddharth Paradise,Hotel,2.8
"102/A, 1st Polo Paota , Main Mandore Road,",Paota Circle,Jodhpur,Rajasthan,India,0,http://www.goibibo.com/hotels/detail/Jodhpur/hn/2455265397967176363/820292511971092558/na/hq/,Hotel Shivam,Hotel,3.8
Dam Burdwan Maithon West Bengal India,,Maithon,Jharkhand,India,0,http://www.goibibo.com/hotels/detail/Maithon/hn/968456563641778114/4219270680410478740/na/hq/,Hotel Shanti Nivas,Hotel,4
"Civil Line, Near Abhilasha Petrol Pump, Lalitpur , Lalitpur UP",Civil Line Lalitpur,Lalitpur,Uttar Pradesh,India,0,http://www.goibibo.com/hotels/detail/Lalitpur/hn/8618329273019300557/2559750465089868370/na/hq/,Hotel Shri prakash Inn,Hotel,
"Jain Dharmshala Road, Godhra",Mandvi,Kutch,Gujarat,India,0,http://www.goibibo.com/hotels/detail/Kutch/hn/4265693545872704087/6234514986018541990/na/hq/,Hotel Sea View,Hotel,
"Plot No. 3,17,18 Survey No.163/1 ,Siddhi Park, Nana Kapaya",Mundra,Kutch,Gujarat,India,1,http://www.goibibo.com/hotels/detail/Kutch/hn/4265693545872704087/5525893590997151671/na/hq/,Hotel Sapphire,Hotel,4.6
Near Somnath temple,Somnath Temple,Somnath,Gujarat,India,0,http://www.goibibo.com/hotels/detail/Somnath/hn/4105240388460068627/7264683272330936032/na/hq/,Hotel Shivam,Hotel,
"Plot No. 104, Pocket 27, Rohini, New Delhi",Rohini,Delhi,Delhi,India,0,http://www.goibibo.com/hotels/detail/Delhi/hn/2820046943342890302/46593561511601256/na/hq/,Hotel Sarvasa Residency,Hotel,
24-A Public Park Goal Bazar,Others,Sri Ganganagar,Rajasthan,India,0,http://www.goibibo.com/hotels/detail/Sri Ganganagar/hn/7162158617273735194/1741945708091754582/na/hq/,Hotel Sea Rock,Hotel,
"Opp. Circuit house, R.C.Dutt Road, Alkapuri, Baroda - 390 007",Alkapuri,Vadodara,Gujarat,India,2,http://www.goibibo.com/hotels/detail/Vadodara/hn/1913041709781751242/4402189415022168718/na/hq/,Hotel Savshanti Towers,Hotel,4
"Navyug Padampura , Aurangabad",Mumbai-Nashik Highway,Aurangabad,Maharashtra,India,2,http://www.goibibo.com/hotels/detail/Aurangabad/hn/3546476842016126643/4158208843415814046/na/hq/,Hotel Shiv Tej Residency,Hotel,4.2
"Jain Nagar Road,Abohar Ho , Near Bus Stand, Abohar Punjab",Jain Nagar Road,Abohar,Punjab,India,1,http://www.goibibo.com/hotels/detail/Abohar/hn/2219082014032803116/6176872308512458240/na/hq/,Hotel Sen-nite,Hotel,
"The Mall, Opp high Court, near Oberio Clark, Shimla",Main Town,Shimla,Himachal Pradesh,India,3,http://www.goibibo.com/hotels/detail/Shimla/hn/1449073512565742573/8689972586923762049/na/hq/,Hotel Shingar,Hotel,4.2
"Geeta Ashram Road,",Hanuman Circle,Jaisalmer,Rajasthan,India,1,http://www.goibibo.com/hotels/detail/Jaisalmer/hn/8665923561677193166/1264800470053792174/na/hq/,Hotel Shree Annapurana,Hotel,
"Satkar Building, Unapani Road, Near Delhi Gate, Opp. Station Road, Surat - 395003",Railway Station Area,Surat,Gujarat,India,2,http://www.goibibo.com/hotels/detail/Surat/hn/1174752501934903427/2399581892655909021/na/hq/,Hotel Satkar,Hotel,4.3
"Opposite Shivsagar lake, main Temple Road",Temple Road,Khajuraho,Madhya Pradesh,India,0,http://www.goibibo.com/hotels/detail/Khajuraho/hn/7348650681971213601/6175062888024120396/na/hq/,Hotel Shanti,Hotel,1.6
"Mehta Studio, 24 - Gole Bazar, Ganganagar, Near Gandhi Chowk",Sri Ganganagar,Sri Ganganagar,Rajasthan,India,0,http://www.goibibo.com/hotels/detail/Sri Ganganagar/hn/7162158617273735194/1526842042255532958/na/hq/,Hotel Sharnam,Hotel,4.3
"Plot No. 8, Station Road,",Station Road,Jalgaon,Maharashtra,India,0,http://www.goibibo.com/hotels/detail/Jalgaon/hn/3545417915488090660/4273972068893077159/na/hq/,Hotel silver Palace,Hotel,4.5
Hotel satpura safari gandhi chowk Pachmarhi,"Near Ram Mandir, Pachmarhi Ho",Pachmarhi,Madhya Pradesh,India,1,http://www.goibibo.com/hotels/detail/Pachmarhi/hn/2923185722879244397/1660165911344990227/na/hq/,Hotel satpura safari,Hotel,
"8518-22 ARAKASHAN ROAD, BEHIND SHIELA CINEMA,PAHAR GANJ, very close to train station",Paharganj,Delhi,Delhi,India,3,http://www.goibibo.com/hotels/detail/Delhi/hn/2820046943342890302/6685970067887064607/na/hq/,Hotel Shivdev International,Hotel,3.4
"A-42, Vishal Enclave Opp TDI Mall, Rajouri Garden ,New Delhi",Rajouri Garden,Delhi,Delhi,India,3,http://www.goibibo.com/hotels/detail/Delhi/hn/2820046943342890302/7763634936865490092/na/hq/,Hotel Shubham Vilas,Hotel,4.5
Shimla Manali Road Sandal Chakkar,Kachi Ghatti,Shimla,Himachal Pradesh,India,2,http://www.goibibo.com/hotels/detail/Shimla/hn/1449073512565742573/1744344984927703096/na/hq/,Hotel Shree Shayamala Residency,Hotel,3.7
"Hotel Sarovar Nellore Busstand Dharavari Gardens Bhagyanagar, Ongole",Bhagyanagar,Ongole,Andhra Pradesh,India,2,http://www.goibibo.com/hotels/detail/Ongole/hn/4007014795406945135/3234455132698081945/na/hq/,Hotel Sarovar,Hotel,
"Sindhi Colony Road, Near Rasala Chowk Parking Kumarwada, Nathdwara, Rajasthan, India",Sindhi Colony,Nathdwara,Rajasthan,India,2,http://www.goibibo.com/hotels/detail/Nathdwara/hn/2940898875768361370/8461368786716325428/na/hq/,Hotel Shivansh Inn,Hotel,
"27 Panagal Road, Shenoy Nagar",Shenoy Nagar,Madurai,Tamil Nadu,India,2,http://www.goibibo.com/hotels/detail/Madurai/hn/4251640124790308184/7770932269249890049/na/hq/,Hotel Saratha Rajans,Hotel,4
"Plot no-131P, Jubilee Garden,( Behind TCS Kohinoor E-Park and  Harsha Toyota) Kondapur",Hi-Tech City,Hyderabad,Andhra Pradesh,India,0,http://www.goibibo.com/hotels/detail/Hyderabad/hn/2162254155836171767/6183607234030912047/na/hq/,Hotel Serene Nest,Hotel,4.5
"Hariphatak Road, Mahakal Marg, Ujjain (M.P.)",Mahakal temple Area ujjain,Ujjain,Madhya Pradesh,India,0,http://www.goibibo.com/hotels/detail/Ujjain/hn/6499301750066218979/2892003351524606402/na/hq/,Hotel Saphire,Hotel,
